oxygen,pressure,temperature,vibration,solar_intensity
20.99,101.33,22.0,0.017,153.47
21.0,101.34,22.09,0.021,154.7
20.99,101.34,22.03,0.0222,154.77
20.98,101.33,22.03,0.0203,155.7
20.99,101.28,21.95,0.0214,156.28
21.0,101.33,22.05,0.0222,157.47
20.99,101.29,21.96,0.0187,157.29
21.0,101.27,21.99,0.0176,158.64
21.01,101.27,21.96,0.0192,158.54
20.98,101.31,21.98,0.0208,158.62
21.01,101.28,22.02,0.0175,159.03
20.98,101.26,21.93,0.0223,159.3
21.01,101.26,22.02,0.0192,159.7
20.99,101.26,21.91,0.0175,160.18
21.01,101.28,21.95,0.0176,159.78
21.0,101.32,22.01,0.0229,160.0
21.0,101.28,21.97,0.0223,159.86
20.98,101.26,22.06,0.0183,160.3
21.02,101.3,21.99,0.0211,159.83
20.99,101.3,21.95,0.0216,159.68
20.99,101.3,22.09,0.0205,159.17
20.98,101.32,21.94,0.0206,158.54
20.99,101.27,22.01,0.0171,157.99
20.99,101.33,22.03,0.0193,158.33
20.99,101.26,21.98,0.023,157.21
21.0,101.3,22.06,0.0224,156.37
21.02,101.25,22.03,0.018,155.57
21.02,101.3,22.04,0.0209,155.72
21.01,101.25,21.97,0.0177,154.47
21.01,101.29,22.02,0.0214,153.53
21.01,101.35,21.95,0.0179,153.19
21.01,101.35,21.94,0.0201,152.48
20.99,101.33,22.0,0.0211,151.57
21.0,101.26,22.0,0.0224,149.94
20.99,101.31,22.08,0.0174,149.57
20.99,101.31,21.91,0.0228,147.97
21.01,101.28,22.09,0.0206,146.85
20.98,101.32,22.05,0.0188,146.36
21.01,101.26,21.94,0.0187,144.33
21.0,101.31,21.9,0.0172,144.06
20.99,101.27,22.08,0.0201,142.33
21.01,101.31,21.97,0.0183,141.4
20.99,101.32,22.06,0.0207,139.74
21.0,101.3,22.05,0.0182,139.11
20.98,101.26,22.03,0.0218,137.32
21.0,101.25,21.99,0.0229,136.02
20.99,101.27,22.03,0.021,134.75
21.0,101.29,22.0,0.0214,133.45
20.99,101.25,22.08,0.0213,132.45
21.0,101.3,21.95,0.0177,131.76
20.98,101.31,22.06,0.0201,130.29
21.02,101.3,22.09,0.02,128.77
20.99,101.31,22.03,0.0206,127.79
21.01,101.32,22.09,0.018,126.47
21.0,101.33,21.97,0.0223,125.66
21.02,101.33,22.0,0.0172,124.33
21.01,101.27,22.0,0.021,123.2
20.99,101.25,22.07,0.0216,121.91
20.99,101.32,22.0,0.0214,121.05
21.0,101.26,21.99,0.0218,119.44
21.01,101.28,21.92,0.0212,118.79
21.0,101.34,21.93,0.0224,118.24
21.02,101.28,22.09,0.0192,117.21
20.98,101.35,22.09,0.0228,116.12
20.98,101.26,21.91,0.019,115.89
20.99,101.26,21.93,0.0224,115.02
21.0,101.26,22.05,0.0196,113.92
21.01,101.3,22.09,0.022,113.8
21.0,101.26,22.04,0.0211,113.15
20.99,101.31,21.98,0.0185,111.89
20.98,101.26,21.92,0.0211,111.41
21.0,101.27,22.01,0.0228,111.47
20.98,101.31,21.96,0.0222,110.65
20.98,101.32,22.02,0.0195,110.14
20.98,101.26,22.09,0.0213,110.57
21.0,101.3,21.94,0.0186,110.37
21.0,101.33,21.97,0.0216,110.51
20.98,101.26,22.1,0.0211,110.43
20.99,101.31,22.04,0.0175,110.23
20.99,101.3,22.05,0.0199,109.61
21.01,101.3,22.05,0.0227,110.68
20.99,101.29,22.03,0.0218,110.03
21.0,101.25,21.93,0.0211,110.32
21.0,101.25,22.07,0.0197,110.87
20.99,101.3,21.94,0.0224,111.57
21.01,101.26,21.98,0.0203,111.52
21.0,101.26,21.95,0.0216,111.99
20.99,101.33,22.09,0.0197,112.91
20.98,101.31,21.92,0.0212,113.46
21.0,101.26,22.05,0.019,114.48
21.02,101.34,21.9,0.0209,115.24
21.0,101.26,21.93,0.0188,115.07
21.02,101.25,22.01,0.0222,116.73
20.99,101.29,21.96,0.0221,117.66
21.0,101.32,21.99,0.0173,117.8
21.01,101.29,22.1,0.0193,118.9
21.0,101.34,22.03,0.0201,120.01
21.0,101.3,21.99,0.0221,120.54
20.98,101.27,22.09,0.0186,121.99
21.0,101.31,22.03,0.0173,123.45
20.98,101.33,21.94,0.0216,124.03
21.0,101.27,22.06,0.0173,125.01
20.99,101.28,21.92,0.0178,126.27
21.0,101.29,21.99,0.0217,128.03
21.0,101.28,22.07,0.0228,128.98
20.98,101.31,21.9,0.0209,129.99
21.02,101.26,21.97,0.0218,131.74
20.99,101.3,22.09,0.0177,132.78
21.01,101.3,21.96,0.0179,134.37
20.99,101.27,22.01,0.0183,134.97
21.0,101.29,22.0,0.0191,136.78
20.99,101.33,21.91,0.0222,138.1
20.99,101.35,21.95,0.0193,139.23
21.02,101.29,21.95,0.0205,139.95
21.02,101.35,22.0,0.0226,141.52
20.99,101.34,21.97,0.0173,142.82
20.99,101.33,22.02,0.0219,144.17
21.01,101.35,22.07,0.0182,144.7
20.99,101.32,21.95,0.0176,146.1
20.99,101.26,22.08,0.0212,146.89
21.0,101.26,22.05,0.0173,148.09
21.01,101.25,21.91,0.0186,148.91
20.99,101.31,22.05,0.021,150.58
21.0,101.27,21.99,0.0189,150.81
20.98,101.26,22.1,0.0179,152.15
20.99,101.26,22.08,0.0185,153.5
21.01,101.29,22.01,0.0194,153.6
20.99,101.27,22.06,0.0185,154.96
20.98,101.33,22.02,0.0229,155.61
21.01,101.34,21.96,0.0182,156.52
21.02,101.31,22.02,0.0183,156.77
20.99,101.32,22.1,0.0172,157.18
21.01,101.29,22.07,0.021,158.07
20.99,101.27,21.92,0.0187,158.02
21.0,101.34,21.97,0.0172,159.24
20.99,101.3,21.94,0.0202,158.94
21.0,101.29,21.94,0.0222,158.98
20.98,101.26,22.09,0.0174,159.46
21.02,101.33,22.06,0.0193,159.85
21.01,101.3,22.08,0.0195,160.13
21.01,101.28,22.02,0.018,160.22
21.02,101.28,22.0,0.0189,159.9
21.0,101.33,21.95,0.0209,159.91
21.01,101.29,22.09,0.0174,160.21
20.99,101.3,22.1,0.0189,159.82
21.02,101.26,22.04,0.0174,159.11
21.0,101.25,21.93,0.0203,158.79
21.01,101.26,21.96,0.0184,158.98
20.99,101.34,21.99,0.0181,157.76
20.98,101.29,21.92,0.0176,157.24
21.01,101.28,22.02,0.0206,156.71
21.0,101.29,22.05,0.0217,156.37
21.02,101.3,22.02,0.0212,156.19
21.0,101.3,21.98,0.0217,154.81
21.01,101.31,22.09,0.0229,154.09
21.0,101.26,21.93,0.0176,153.44
21.0,101.28,22.02,0.02,152.27
21.01,101.3,21.97,0.0222,152.23
21.01,101.29,22.01,0.022,150.6
21.01,101.25,21.95,0.0219,149.67
21.01,101.32,22.02,0.0186,148.98
21.01,101.3,21.9,0.0189,147.69
20.99,101.33,21.94,0.0215,146.65
21.01,101.29,22.09,0.0179,145.72
21.01,101.26,21.94,0.0193,144.32
21.0,101.35,22.06,0.0204,143.44
20.99,101.26,22.09,0.0172,141.55
20.99,101.3,21.94,0.0202,140.92
21.0,101.29,21.94,0.0218,139.28
21.01,101.3,22.02,0.0185,138.64
20.99,101.31,21.99,0.0192,136.66
20.99,101.26,22.0,0.0183,135.98
20.98,101.32,21.96,0.0213,134.54
21.01,101.3,21.92,0.0215,133.15
21.0,101.32,21.99,0.0225,132.39
21.0,101.34,22.03,0.0226,131.07
21.01,101.25,22.1,0.0194,129.87
21.0,101.33,21.92,0.0211,128.37
21.01,101.33,21.92,0.0172,127.28
21.0,101.26,21.99,0.0213,126.25
21.01,101.34,22.0,0.0178,124.84
21.0,101.31,22.04,0.0198,124.06
20.99,101.34,21.92,0.0205,122.57
20.99,101.27,21.93,0.0182,121.32
21.0,101.31,21.99,0.0181,120.88
21.01,101.26,22.02,0.0212,119.41
20.99,101.31,21.98,0.017,118.74
21.0,101.33,21.9,0.0195,118.14
20.98,101.27,22.06,0.0204,116.37
21.0,101.34,21.99,0.0171,115.71
20.98,101.26,22.09,0.0171,114.69
20.99,101.29,21.95,0.02,114.58
21.0,101.29,22.04,0.0211,114.11
20.99,101.33,22.07,0.0174,113.47
21.02,101.32,22.04,0.0218,112.82
20.98,101.34,21.99,0.0193,112.11
21.01,101.27,22.09,0.0184,111.8
21.0,101.3,22.01,0.0187,110.96
21.01,101.29,21.97,0.019,111.31
21.01,101.32,21.96,0.0191,110.55
20.99,101.28,21.94,0.0195,109.96
20.98,101.26,21.97,0.0213,110.16
20.98,101.26,21.93,0.0176,109.76
21.02,101.26,22.04,0.0198,110.31
20.99,101.31,22.04,0.022,109.7
20.99,101.28,21.97,0.0178,110.0
21.01,101.27,21.97,0.0215,110.57
21.0,101.28,21.93,0.0228,110.89
21.01,101.33,22.08,0.0211,110.55
21.02,101.29,21.96,0.0171,110.73
20.99,101.26,22.04,0.0203,111.82
20.98,101.26,21.91,0.0179,112.1
21.0,101.35,22.04,0.0223,112.02
21.01,101.26,22.09,0.0201,113.25
21.0,101.26,22.1,0.0198,113.11
20.98,101.28,21.99,0.0188,113.79
20.99,101.32,21.96,0.0225,115.12
21.0,101.29,21.93,0.0226,115.44
21.01,101.33,21.92,0.021,116.79
21.02,101.3,21.97,0.0191,117.72
20.99,101.27,22.03,0.0222,118.2
20.98,101.3,22.09,0.0174,119.66
21.0,101.33,21.97,0.0174,120.83
21.0,101.31,21.92,0.0173,121.66
21.0,101.34,22.1,0.0209,122.76
20.99,101.27,21.96,0.0183,123.2
20.99,101.29,22.09,0.0227,124.4
21.01,101.34,22.0,0.0194,125.97
21.02,101.29,21.97,0.0198,127.08
20.99,101.31,22.09,0.0227,127.89
21.01,101.3,22.06,0.0211,128.97
20.99,101.3,21.91,0.0203,130.94
21.01,101.31,22.09,0.0218,131.69
20.98,101.28,22.03,0.019,132.83
21.01,101.26,22.06,0.0201,134.74
20.99,101.31,21.91,0.0219,135.92
21.01,101.28,21.92,0.0175,136.62
21.0,101.3,21.99,0.0184,138.44
20.98,101.34,22.03,0.0227,139.64
21.01,101.3,22.01,0.0223,140.58
20.99,101.31,22.08,0.0183,142.17
21.02,101.34,22.08,0.0226,142.6
20.99,101.29,21.93,0.0218,144.41
21.02,101.33,21.92,0.0211,145.37
21.02,101.27,22.03,0.0221,146.11
21.01,101.29,21.95,0.0225,147.55
21.0,101.32,21.91,0.0179,148.11
20.99,101.3,21.93,0.0176,149.26
21.02,101.27,21.92,0.0205,150.12
20.98,101.27,22.08,0.0192,151.04
20.99,101.31,22.01,0.0193,152.46
20.99,101.27,22.04,0.0213,153.18
20.98,101.31,22.02,0.0185,154.5
21.01,101.32,22.06,0.0189,154.86
20.99,101.28,21.91,0.0194,155.58
21.02,101.34,22.06,0.0182,156.11
21.02,101.35,22.03,0.0194,157.2
21.02,101.27,22.04,0.0172,157.88
21.0,101.29,22.07,0.0223,157.77
21.02,101.25,21.93,0.0208,158.45
20.99,101.32,21.99,0.0226,158.56
21.01,101.33,21.92,0.0177,159.09
21.0,101.27,21.9,0.0205,159.45
21.01,101.33,21.92,0.0212,160.04
21.0,101.27,22.01,0.0173,159.64
20.99,101.33,21.96,0.0194,159.72
20.99,101.26,21.97,0.018,159.52
21.0,101.33,21.98,0.0174,160.17
21.0,101.34,22.09,0.0194,159.41
20.99,101.33,22.09,0.0174,159.43
21.01,101.33,22.01,0.0217,159.91
21.01,101.26,21.9,0.0217,159.43
21.0,101.3,21.94,0.0177,158.45
20.99,101.35,21.92,0.0183,158.93
21.01,101.31,22.0,0.0188,158.3
21.0,101.27,22.07,0.0171,157.83
20.98,101.3,21.93,0.0193,157.05
21.0,101.29,21.98,0.0185,156.59
21.02,101.26,21.91,0.0192,155.19
21.0,101.35,21.91,0.0194,154.76
20.99,101.34,22.07,0.021,153.71
20.99,101.25,21.95,0.0211,153.39
20.99,101.34,21.98,0.0222,152.73
21.01,101.28,21.94,0.0189,151.47
20.98,101.34,21.92,0.0223,150.76
20.98,101.29,22.02,0.0227,149.86
21.0,101.27,22.08,0.0188,148.68
21.02,101.34,22.07,0.0209,147.24
21.02,101.33,22.04,0.021,146.5
21.02,101.34,21.98,0.0229,145.42
20.98,101.32,22.03,0.0229,143.72
20.99,101.33,22.0,0.0204,142.73
21.01,101.3,21.97,0.0205,141.76
21.01,101.29,21.96,0.0212,140.07
20.99,101.32,22.09,0.0181,139.13
20.99,101.32,22.05,0.0218,137.57
21.02,101.27,21.98,0.0214,136.94
21.02,101.28,21.93,0.0184,135.19
20.99,101.28,21.98,0.0198,133.79
21.02,101.26,21.92,0.0219,132.96
20.99,101.31,21.91,0.0172,131.78
21.01,101.25,22.05,0.0207,130.46
20.99,101.28,22.1,0.0228,129.27
21.01,101.34,21.97,0.0181,128.4
21.01,101.32,21.96,0.022,126.81
21.01,101.26,22.09,0.0217,125.89
21.0,101.28,22.1,0.022,124.89
21.01,101.31,21.98,0.0175,123.19
20.99,101.27,22.01,0.0185,122.08
21.02,101.28,22.07,0.018,121.17
21.01,101.28,22.08,0.0207,120.0
21.0,101.31,22.02,0.0184,119.08
21.0,101.28,22.03,0.0213,118.2
21.0,101.33,22.09,0.0209,117.47
21.01,101.26,22.07,0.018,116.98
21.01,101.33,22.08,0.0209,115.39
20.99,101.26,21.94,0.0172,115.27
21.0,101.26,22.03,0.0174,113.98
20.99,101.28,22.08,0.0171,113.24
20.98,101.32,21.92,0.0219,113.12
20.99,101.25,22.02,0.0218,112.53
20.98,101.25,21.98,0.0229,111.97
21.02,101.34,22.01,0.0226,111.86
20.99,101.32,22.08,0.0192,110.85
20.98,101.3,22.06,0.02,110.98
21.02,101.25,22.02,0.0219,110.29
21.0,101.26,22.07,0.0216,110.54
20.99,101.32,22.08,0.0203,109.88
20.98,101.25,21.99,0.0187,110.12
20.98,101.25,22.06,0.0199,110.08
21.0,101.31,22.1,0.0184,110.18
21.0,101.25,21.91,0.0222,109.9
21.02,101.34,22.07,0.0228,109.97
20.99,101.26,22.09,0.019,110.12
21.01,101.33,21.94,0.0206,110.51
21.01,101.34,21.97,0.0198,110.75
21.01,101.3,22.09,0.0193,111.7
20.99,101.28,21.92,0.019,111.67
21.02,101.32,22.1,0.0219,112.79
21.01,101.26,22.07,0.0207,113.59
21.01,101.28,21.99,0.0175,113.54
21.02,101.26,21.98,0.0192,114.69
21.0,101.33,21.94,0.0217,115.16
21.0,101.3,21.98,0.0204,116.46
20.98,101.3,22.05,0.0202,117.15
20.99,101.3,22.04,0.0179,118.23
21.01,101.29,22.0,0.0225,118.28
21.01,101.28,22.09,0.0204,119.37
21.01,101.27,21.98,0.0177,120.87
20.99,101.33,22.09,0.0199,121.7
20.98,101.27,21.94,0.0226,122.69
20.99,101.34,22.09,0.0174,124.32
21.0,101.31,22.02,0.0192,124.65
20.98,101.32,21.93,0.0219,126.08
20.99,101.31,21.94,0.0205,126.98
21.0,101.33,22.02,0.0223,128.08
21.0,101.27,21.92,0.0203,129.41
21.01,101.32,22.04,0.0188,130.84
20.98,101.26,22.05,0.0208,132.21
21.0,101.34,21.91,0.0194,133.1
20.98,101.26,22.05,0.0221,134.59
21.0,101.26,21.95,0.0214,136.07
21.0,101.25,22.07,0.0199,137.21
21.02,101.33,22.05,0.0216,138.61
21.01,101.26,21.97,0.0188,139.57
20.99,101.33,22.02,0.0222,141.02
21.0,101.26,22.06,0.0211,142.08
21.02,101.26,21.99,0.0221,143.15
21.0,101.32,21.94,0.0194,144.23
20.99,101.28,22.03,0.0189,146.07
20.99,101.32,21.9,0.0189,146.55
21.01,101.28,21.98,0.0212,147.5
21.01,101.26,22.06,0.0183,148.56
21.0,101.26,22.06,0.0177,149.97
21.0,101.29,22.0,0.0208,151.0
21.0,101.32,22.01,0.0192,152.19
20.99,101.35,22.06,0.02,153.07
20.99,101.34,21.91,0.0187,153.97
21.02,101.33,22.03,0.0227,154.0
20.98,101.25,21.96,0.0193,154.83
20.99,101.35,22.0,0.0197,156.33
21.0,101.31,21.94,0.0206,156.48
20.98,101.32,21.96,0.0199,157.32
21.02,101.29,22.07,0.0227,157.24
20.99,101.33,21.94,0.0217,158.62
20.99,101.28,21.91,0.0176,159.04
21.02,101.3,22.07,0.0209,158.6
21.01,101.29,21.96,0.0223,159.36
21.02,101.3,21.92,0.0177,159.91
21.01,101.28,21.99,0.0179,159.37
20.99,101.26,21.94,0.0193,159.75
21.0,101.28,22.09,0.0193,159.68
20.98,101.26,22.03,0.018,160.45
21.02,101.25,22.03,0.0189,159.78
21.01,101.3,21.92,0.0203,160.03
20.99,101.34,22.08,0.0227,160.12
20.99,101.34,22.09,0.0228,159.06
21.01,101.3,22.07,0.0184,159.52
21.02,101.27,22.01,0.0171,158.66
21.01,101.26,21.99,0.0177,158.42
20.99,101.29,21.94,0.018,157.38
20.99,101.27,21.93,0.0177,157.62
21.01,101.25,21.9,0.0175,156.75
21.02,101.29,21.94,0.0173,156.17
21.01,101.33,22.05,0.017,155.48
20.99,101.33,21.99,0.0173,154.76
20.99,101.3,21.98,0.0197,154.22
21.02,101.33,21.98,0.0197,152.63
21.0,101.3,22.08,0.0176,152.26
20.99,101.32,22.06,0.0213,150.91
21.01,101.33,21.91,0.0187,150.48
21.01,101.32,22.01,0.0226,149.0
21.0,101.31,21.97,0.0219,147.69
21.0,101.3,22.02,0.0223,146.64
21.0,101.31,21.93,0.0223,146.17
21.01,101.25,22.1,0.0191,144.9
21.01,101.31,21.92,0.0206,143.89
20.99,101.29,21.96,0.0185,142.57
20.99,101.26,22.06,0.0186,140.92
21.02,101.34,22.09,0.0205,140.09
20.98,101.27,21.95,0.0171,139.02
21.02,101.26,22.01,0.0225,138.02
20.99,101.32,21.97,0.0209,135.81
21.0,101.26,21.98,0.0196,134.61
21.02,101.25,22.08,0.0171,133.54
21.0,101.34,22.06,0.0192,132.13
21.01,101.29,22.02,0.0185,131.1
21.01,101.33,21.97,0.017,129.85
20.99,101.25,21.94,0.023,129.27
20.98,101.32,21.98,0.0179,127.2
21.01,101.28,22.07,0.0186,125.97
21.0,101.28,22.02,0.0182,125.28
21.0,101.27,22.09,0.0222,124.35
21.0,101.32,21.97,0.0181,123.47
21.0,101.31,22.09,0.0222,121.85
20.98,101.26,21.92,0.0184,121.26
20.98,101.33,22.01,0.0186,120.01
21.02,101.32,21.96,0.0194,119.09
21.02,101.29,22.01,0.0195,117.94
21.0,101.32,22.07,0.0208,116.79
20.99,101.29,22.08,0.0214,115.96
21.0,101.3,22.09,0.0178,115.26
21.01,101.25,21.96,0.0224,114.61
20.98,101.31,22.1,0.017,114.27
20.98,101.33,22.05,0.0221,113.48
21.0,101.3,22.01,0.0191,112.44
21.01,101.25,21.93,0.0219,112.52
21.02,101.25,22.0,0.0186,112.12
20.98,101.35,22.07,0.0228,110.88
21.01,101.34,22.0,0.0215,111.34
20.99,101.35,21.97,0.0222,110.8
20.99,101.32,21.91,0.0212,110.26
20.99,101.3,22.04,0.017,109.84
20.99,101.3,22.01,0.0199,110.02
20.99,101.3,22.06,0.0184,110.0
21.0,101.3,21.95,0.0226,109.89
21.01,101.26,21.91,0.0196,110.51
21.01,101.31,22.05,0.0218,109.99
20.98,101.32,21.92,0.0198,110.67
21.0,101.31,22.0,0.0193,110.66
21.01,101.33,21.95,0.0207,111.22
21.0,101.28,21.91,0.0213,111.32
21.01,101.27,22.0,0.0192,111.76
20.99,101.33,21.92,0.0197,112.5
20.98,101.35,21.99,0.0184,113.12
20.98,101.27,21.99,0.0199,113.23
21.0,101.34,22.02,0.0183,114.1
21.02,101.29,22.08,0.0216,114.75
20.99,101.34,21.97,0.0216,115.3
21.01,101.31,21.94,0.0185,116.67
21.0,101.26,21.93,0.0217,117.22
21.0,101.28,22.0,0.0173,118.08
20.98,101.3,22.0,0.0208,119.25
21.01,101.33,21.91,0.0213,120.18
20.98,101.27,22.03,0.0194,120.93
20.99,101.32,22.06,0.0188,122.29
21.01,101.32,21.94,0.0196,123.58
21.01,101.3,21.95,0.0199,124.55
21.01,101.29,22.03,0.0174,125.4
20.99,101.33,22.07,0.0206,127.08
20.99,101.32,22.04,0.0173,127.9
20.99,101.33,21.91,0.0178,128.51
21.02,101.29,22.09,0.0208,130.28
21.0,101.34,22.01,0.0228,131.9
21.01,101.32,22.09,0.0198,132.33
20.99,101.29,21.97,0.0182,133.51
20.99,101.25,22.07,0.0171,135.22
21.01,101.28,22.04,0.0201,136.51
21.01,101.27,22.07,0.0196,137.82
21.01,101.26,21.95,0.0186,138.64
21.02,101.32,22.09,0.0182,140.4
21.0,101.35,21.92,0.0219,141.25
20.99,101.3,21.99,0.0198,142.15
21.01,101.32,22.08,0.0222,143.51
21.0,101.34,22.04,0.0224,144.5
21.0,101.29,22.05,0.0201,146.5
21.02,101.32,21.99,0.0219,146.72
21.0,101.29,22.06,0.0225,148.28
21.0,101.33,22.06,0.0204,149.65
20.98,101.28,21.97,0.0227,150.43
20.99,101.27,21.96,0.0193,151.53
21.02,101.29,21.94,0.0207,152.01
21.0,101.31,21.96,0.0181,153.49
21.0,101.27,22.03,0.0189,153.8
21.01,101.32,22.03,0.0178,154.47
21.0,101.25,21.96,0.0196,155.62
20.99,101.31,21.92,0.0196,155.89
21.0,101.33,22.07,0.0177,157.01
21.0,101.35,22.08,0.0192,156.87
21.02,101.27,21.94,0.0184,158.16
20.98,101.32,22.04,0.0194,158.59
21.0,101.29,22.0,0.0184,158.43
20.99,101.34,21.99,0.0196,158.67
21.0,101.33,21.97,0.0184,159.41
21.01,101.34,22.02,0.021,159.4
20.98,101.3,21.91,0.0227,159.35
21.01,101.27,21.96,0.0182,159.99
21.01,101.25,22.06,0.0173,159.8
20.99,101.28,21.93,0.0186,160.46
20.98,101.29,22.09,0.0227,160.39
21.0,101.28,22.02,0.0189,160.17
21.01,101.33,22.07,0.0199,159.82
20.98,101.27,21.95,0.0192,159.61
20.99,101.33,22.04,0.0175,159.31
20.98,101.29,21.94,0.0185,158.62
21.0,101.33,22.01,0.019,158.45
21.01,101.33,21.92,0.0183,158.1
21.02,101.34,22.01,0.0192,157.12
21.0,101.27,21.98,0.0223,156.36
20.99,101.27,22.03,0.0214,155.38
21.01,101.31,22.01,0.019,155.15
21.02,101.3,22.05,0.0222,154.4
21.01,101.3,21.93,0.0173,153.56
20.99,101.25,21.9,0.0227,152.24
20.98,101.28,21.96,0.0187,151.68
20.99,101.32,22.09,0.0196,151.24
20.99,101.31,22.06,0.0186,149.79
21.02,101.33,22.06,0.0207,148.45
21.01,101.27,21.99,0.0201,147.39
20.99,101.31,21.98,0.0214,146.74
20.99,101.26,22.05,0.0181,145.66
21.02,101.34,21.94,0.0207,144.65
21.0,101.27,21.94,0.0214,143.15
21.02,101.34,22.02,0.0183,141.59
20.98,101.26,22.1,0.0228,140.43
20.99,101.34,21.93,0.0215,139.82
21.0,101.29,21.99,0.0217,138.25
21.01,101.26,22.09,0.0206,136.93
20.99,101.28,22.02,0.0219,136.04
21.0,101.35,21.94,0.0176,134.42
21.01,101.26,22.04,0.0199,132.94
20.99,101.31,21.92,0.0201,131.97
21.0,101.33,22.03,0.0202,130.88
21.01,101.31,21.95,0.0194,129.56
20.99,101.3,21.91,0.0186,128.92
21.02,101.29,21.98,0.0178,127.73
21.02,101.31,21.95,0.018,126.18
20.99,101.35,21.94,0.0218,125.02
21.0,101.28,21.95,0.0197,123.84
21.01,101.28,22.03,0.0223,122.31
21.02,101.33,22.04,0.0187,121.34
21.0,101.26,21.94,0.0201,121.01
21.02,101.27,22.09,0.0217,119.27
21.0,101.32,21.95,0.0174,118.25
21.02,101.32,21.95,0.0215,117.74
21.01,101.26,22.01,0.0228,116.72
21.0,101.31,21.99,0.02,115.89
20.98,101.28,22.08,0.0224,114.77
21.01,101.28,22.09,0.019,114.03
21.01,101.28,21.96,0.0178,113.92
20.98,101.35,21.94,0.021,112.84
21.0,101.28,22.06,0.0209,112.17
21.02,101.28,22.01,0.0219,112.5
21.0,101.31,21.97,0.0213,111.85
21.02,101.3,21.95,0.0191,111.38
21.01,101.29,21.91,0.0204,110.57
21.01,101.3,22.08,0.0223,110.76
21.01,101.31,21.95,0.0195,110.47
21.0,101.25,21.96,0.0226,110.49
20.98,101.35,22.01,0.0181,110.41
20.99,101.28,21.96,0.0228,109.68
20.99,101.3,21.95,0.023,109.63
21.01,101.29,21.93,0.0192,109.94
20.99,101.26,22.0,0.0219,110.48
21.01,101.27,22.08,0.0221,110.94
20.98,101.31,22.05,0.02,110.49
21.01,101.31,22.01,0.0196,110.66
21.0,101.32,22.07,0.0225,111.13
20.99,101.27,21.96,0.0199,111.47
20.98,101.26,21.96,0.0198,112.32
21.01,101.33,22.06,0.0228,112.73
21.01,101.3,21.91,0.0226,113.4
21.01,101.28,22.01,0.0208,114.15
20.98,101.28,21.92,0.0189,114.76
21.01,101.28,22.08,0.019,115.93
20.99,101.3,21.97,0.0174,116.6
20.98,101.32,22.08,0.0221,117.8
21.01,101.34,22.09,0.0195,118.61
21.01,101.33,21.9,0.0188,119.75
21.0,101.26,21.98,0.0188,120.45
21.0,101.34,21.98,0.0214,120.89
21.0,101.34,22.06,0.0229,122.05
20.99,101.32,21.99,0.0173,123.98
21.0,101.3,21.99,0.0174,125.02
20.99,101.34,21.91,0.0225,126.06
20.99,101.32,22.1,0.0187,126.8
20.99,101.28,21.98,0.0191,128.55
21.0,101.34,21.96,0.0208,129.29
21.01,101.25,21.98,0.0183,130.28
20.99,101.32,22.05,0.0194,131.41
20.99,101.25,22.0,0.0224,132.84
21.0,101.26,21.98,0.0215,134.04
21.01,101.29,21.96,0.0186,135.83
21.01,101.29,22.08,0.0199,137.01
20.98,101.33,21.93,0.0199,137.8
20.99,101.31,21.99,0.021,139.78
21.01,101.27,22.01,0.0175,140.9
20.99,101.28,22.02,0.017,141.75
21.02,101.32,22.02,0.0174,143.09
21.02,101.27,21.95,0.02,144.39
20.99,101.33,21.97,0.0203,145.11
21.02,101.25,22.01,0.0192,146.7
20.99,101.34,21.9,0.0211,147.41
21.02,101.27,21.91,0.0179,148.85
20.98,101.34,21.95,0.0195,149.16
20.99,101.27,21.98,0.0184,150.67
20.99,101.33,22.03,0.0212,151.69
20.98,101.32,22.0,0.0174,152.37
20.99,101.34,21.98,0.023,153.61
21.01,101.31,22.09,0.0188,154.06
21.0,101.3,21.95,0.0225,154.86
20.98,101.32,22.09,0.0175,155.46
21.01,101.27,22.06,0.0212,156.12
21.01,101.32,21.98,0.0187,157.36
21.0,101.34,22.0,0.018,157.13
21.01,101.28,21.92,0.02,158.41
20.99,101.27,22.01,0.0205,158.01
21.02,101.35,22.09,0.0224,159.12
20.98,101.35,22.01,0.018,158.84
20.99,101.28,22.05,0.0202,159.04
21.01,101.25,21.91,0.0179,159.31
20.98,101.34,22.02,0.0219,160.05
20.99,101.3,22.06,0.0186,160.28
20.99,101.3,22.06,0.0193,160.24
20.99,101.26,22.02,0.0176,159.88
21.0,101.31,21.98,0.0185,159.59
21.01,101.34,21.99,0.0187,160.16
20.98,101.28,22.06,0.0209,159.36
21.02,101.26,21.97,0.0186,159.65
21.0,101.32,21.95,0.0203,158.78
21.0,101.25,21.97,0.0179,158.5
20.99,101.29,22.06,0.0223,157.69
20.98,101.34,21.96,0.0174,157.06
21.01,101.31,21.91,0.0227,156.56
21.01,101.31,22.04,0.0191,156.61
20.98,101.29,22.02,0.0226,155.81
20.99,101.33,21.99,0.021,154.99
21.01,101.34,21.91,0.0193,154.58
21.01,101.31,21.94,0.0174,152.75
21.0,101.35,21.91,0.0178,152.81
21.01,101.33,22.04,0.0199,151.55
21.0,101.27,21.99,0.021,150.3
21.01,101.31,22.07,0.0181,149.05
21.0,101.34,22.03,0.0217,148.0
21.01,101.27,22.06,0.0226,147.79
21.0,101.27,22.06,0.0217,146.73
21.0,101.26,22.1,0.0196,145.42
21.01,101.31,21.91,0.0213,144.3
